site,block,plot,time_month,treatment,species,number_recovered,number_original,number_herbivorized,notes,pct_recovered,mean_1seed,sd_1seed,number_lost
co,7,NA,0.25,carpet,d.purpurea,18,20,NA,NA,0.9,0.0015448,5.950312783562069e-5,2
co,7,NA,0.25,sticky,d.purpurea,17,20,NA,NA,0.85,0.0015448,5.950312783562069e-5,3
co,8,NA,0.25,carpet,d.purpurea,18,20,NA,NA,0.9,0.0015448,5.950312783562069e-5,2
co,8,NA,0.25,sticky,d.purpurea,17,20,NA,NA,0.85,0.0015448,5.950312783562069e-5,3
co,9,NA,0.25,carpet,d.purpurea,15,20,NA,NA,0.75,0.0015448,5.950312783562069e-5,5
co,9,NA,0.25,sticky,d.purpurea,14,20,NA,NA,0.7,0.0015448,5.950312783562069e-5,6
co,10,NA,0.25,carpet,d.purpurea,2,20,NA,NA,0.1,0.0015448,5.950312783562069e-5,18
co,10,NA,0.25,sticky,d.purpurea,13,20,NA,NA,0.65,0.0015448,5.950312783562069e-5,7
co,1,NA,1,carpet,d.purpurea,2,20,NA,NA,0.1,0.0015448,5.950312783562069e-5,18
co,1,NA,1,sticky,d.purpurea,9,20,NA,NA,0.45,0.0015448,5.950312783562069e-5,11
co,2,NA,1,carpet,d.purpurea,1,20,NA,NA,0.05,0.0015448,5.950312783562069e-5,19
co,2,NA,1,sticky,d.purpurea,19,20,NA,NA,0.95,0.0015448,5.950312783562069e-5,1
co,3,NA,1,carpet,d.purpurea,1,20,NA,NA,0.05,0.0015448,5.950312783562069e-5,19
co,3,NA,1,sticky,d.purpurea,16,20,NA,NA,0.8,0.0015448,5.950312783562069e-5,4
co,4,NA,1,carpet,d.purpurea,0,20,NA,NA,0,0.0015448,5.950312783562069e-5,20
co,4,NA,1,sticky,d.purpurea,15,20,NA,NA,0.75,0.0015448,5.950312783562069e-5,5
co,5,NA,1,carpet,d.purpurea,1,20,NA,NA,0.05,0.0015448,5.950312783562069e-5,19
co,5,NA,1,sticky,d.purpurea,5,20,NA,NA,0.25,0.0015448,5.950312783562069e-5,15
co,6,NA,1,carpet,d.purpurea,1,20,NA,NA,0.05,0.0015448,5.950312783562069e-5,19
co,6,NA,1,sticky,d.purpurea,16,20,NA,NA,0.8,0.0015448,5.950312783562069e-5,4
co,7,NA,1,carpet,d.purpurea,0,20,NA,NA,0,0.0015448,5.950312783562069e-5,20
co,7,NA,1,sticky,d.purpurea,13,20,NA,NA,0.65,0.0015448,5.950312783562069e-5,7
co,8,NA,1,carpet,d.purpurea,1,20,NA,NA,0.05,0.0015448,5.950312783562069e-5,19
co,8,NA,1,sticky,d.purpurea,14,20,NA,NA,0.7,0.0015448,5.950312783562069e-5,6
co,9,NA,1,carpet,d.purpurea,6,20,NA,NA,0.3,0.0015448,5.950312783562069e-5,14
co,9,NA,1,sticky,d.purpurea,10,20,NA,NA,0.5,0.0015448,5.950312783562069e-5,10
co,10,NA,1,carpet,d.purpurea,0,20,NA,NA,0,0.0015448,5.950312783562069e-5,20
co,10,NA,1,sticky,d.purpurea,4,20,NA,NA,0.2,0.0015448,5.950312783562069e-5,16
co,1,NA,2,carpet,d.purpurea,1,20,NA,NA,0.05,0.0015448,5.950312783562069e-5,19
co,1,NA,2,sticky,d.purpurea,17,20,NA,NA,0.85,0.0015448,5.950312783562069e-5,3
co,2,NA,2,carpet,d.purpurea,1,20,NA,NA,0.05,0.0015448,5.950312783562069e-5,19
co,2,NA,2,sticky,d.purpurea,14,20,NA,NA,0.7,0.0015448,5.950312783562069e-5,6
co,3,NA,2,carpet,d.purpurea,0,20,NA,NA,0,0.0015448,5.950312783562069e-5,20
co,3,NA,2,sticky,d.purpurea,15,20,NA,NA,0.75,0.0015448,5.950312783562069e-5,5
co,4,NA,2,carpet,d.purpurea,0,20,NA,NA,0,0.0015448,5.950312783562069e-5,20
co,4,NA,2,sticky,d.purpurea,14,20,NA,NA,0.7,0.0015448,5.950312783562069e-5,6
co,5,NA,2,carpet,d.purpurea,1,20,NA,NA,0.05,0.0015448,5.950312783562069e-5,19
co,5,NA,2,sticky,d.purpurea,9,20,NA,NA,0.45,0.0015448,5.950312783562069e-5,11
co,6,NA,2,carpet,d.purpurea,0,20,NA,NA,0,0.0015448,5.950312783562069e-5,20
co,6,NA,2,sticky,d.purpurea,12,20,NA,NA,0.6,0.0015448,5.950312783562069e-5,8
co,7,NA,2,carpet,d.purpurea,0,20,NA,NA,0,0.0015448,5.950312783562069e-5,20
co,7,NA,2,sticky,d.purpurea,6,20,NA,NA,0.3,0.0015448,5.950312783562069e-5,14
co,8,NA,2,carpet,d.purpurea,0,20,NA,NA,0,0.0015448,5.950312783562069e-5,20
co,8,NA,2,sticky,d.purpurea,12,20,NA,NA,0.6,0.0015448,5.950312783562069e-5,8
co,9,NA,2,carpet,d.purpurea,0,20,NA,NA,0,0.0015448,5.950312783562069e-5,20
co,9,NA,2,sticky,d.purpurea,6,20,NA,NA,0.3,0.0015448,5.950312783562069e-5,14
co,10,NA,2,carpet,d.purpurea,0,20,NA,NA,0,0.0015448,5.950312783562069e-5,20
co,10,NA,2,sticky,d.purpurea,0,20,NA,NA,0,0.0015448,5.950312783562069e-5,20
co,1,NA,0.25,sticky,h.annuus,2,20,NA,NA,0.1,0.00675,3.30124555618364e-4,18
co,1,NA,0.25,carpet,h.annuus,6,20,NA,NA,0.3,0.00675,3.30124555618364e-4,14
co,2,NA,0.25,sticky,h.annuus,2,20,NA,NA,0.1,0.00675,3.30124555618364e-4,18
co,2,NA,0.25,carpet,h.annuus,2,20,NA,NA,0.1,0.00675,3.30124555618364e-4,18
co,3,NA,0.25,sticky,h.annuus,0,20,NA,NA,0,0.00675,3.30124555618364e-4,20
co,3,NA,0.25,carpet,h.annuus,1,20,NA,NA,0.05,0.00675,3.30124555618364e-4,19
co,4,NA,0.25,sticky,h.annuus,1,20,NA,NA,0.05,0.00675,3.30124555618364e-4,19
co,4,NA,0.25,carpet,h.annuus,0,20,NA,NA,0,0.00675,3.30124555618364e-4,20
co,5,NA,0.25,carpet,h.annuus,1,20,NA,NA,0.05,0.00675,3.30124555618364e-4,19
co,5,NA,0.25,sticky,h.annuus,0,20,NA,NA,0,0.00675,3.30124555618364e-4,20
co,6,NA,0.25,carpet,h.annuus,2,20,NA,NA,0.1,0.00675,3.30124555618364e-4,18
co,6,NA,0.25,sticky,h.annuus,0,20,NA,NA,0,0.00675,3.30124555618364e-4,20
co,7,NA,0.25,carpet,h.annuus,4,20,NA,NA,0.2,0.00675,3.30124555618364e-4,16
co,7,NA,0.25,sticky,h.annuus,0,20,NA,NA,0,0.00675,3.30124555618364e-4,20
co,8,NA,0.25,carpet,h.annuus,1,20,NA,NA,0.05,0.00675,3.30124555618364e-4,19
co,8,NA,0.25,sticky,h.annuus,0,20,NA,NA,0,0.00675,3.30124555618364e-4,20
co,9,NA,0.25,carpet,h.annuus,3,20,NA,NA,0.15,0.00675,3.30124555618364e-4,17
co,9,NA,0.25,sticky,h.annuus,2,20,NA,NA,0.1,0.00675,3.30124555618364e-4,18
co,10,NA,0.25,carpet,h.annuus,2,20,NA,NA,0.1,0.00675,3.30124555618364e-4,18
co,10,NA,0.25,sticky,h.annuus,0,20,NA,NA,0,0.00675,3.30124555618364e-4,20
co,1,NA,1,carpet,h.annuus,2,20,NA,NA,0.1,0.00675,3.30124555618364e-4,18
co,1,NA,1,sticky,h.annuus,4,20,NA,NA,0.2,0.00675,3.30124555618364e-4,16
co,2,NA,1,carpet,h.annuus,1,20,NA,NA,0.05,0.00675,3.30124555618364e-4,19
co,2,NA,1,sticky,h.annuus,3,20,NA,NA,0.15,0.00675,3.30124555618364e-4,17
co,3,NA,1,carpet,h.annuus,2,20,NA,NA,0.1,0.00675,3.30124555618364e-4,18
co,3,NA,1,sticky,h.annuus,4,20,NA,NA,0.2,0.00675,3.30124555618364e-4,16
co,4,NA,1,carpet,h.annuus,2,20,NA,NA,0.1,0.00675,3.30124555618364e-4,18
co,4,NA,1,sticky,h.annuus,2,20,NA,NA,0.1,0.00675,3.30124555618364e-4,18
co,5,NA,1,carpet,h.annuus,0,20,NA,NA,0,0.00675,3.30124555618364e-4,20
co,5,NA,1,sticky,h.annuus,2,20,NA,NA,0.1,0.00675,3.30124555618364e-4,18
co,6,NA,1,carpet,h.annuus,0,20,NA,NA,0,0.00675,3.30124555618364e-4,20
co,6,NA,1,sticky,h.annuus,6,20,NA,NA,0.3,0.00675,3.30124555618364e-4,14
co,7,NA,1,carpet,h.annuus,1,20,NA,NA,0.05,0.00675,3.30124555618364e-4,19
co,7,NA,1,sticky,h.annuus,1,20,NA,NA,0.05,0.00675,3.30124555618364e-4,19
co,8,NA,1,carpet,h.annuus,1,20,NA,NA,0.05,0.00675,3.30124555618364e-4,19
co,8,NA,1,sticky,h.annuus,1,20,NA,NA,0.05,0.00675,3.30124555618364e-4,19
co,9,NA,1,carpet,h.annuus,1,20,NA,NA,0.05,0.00675,3.30124555618364e-4,19
co,9,NA,1,sticky,h.annuus,0,20,NA,NA,0,0.00675,3.30124555618364e-4,20
co,10,NA,1,carpet,h.annuus,0,20,NA,NA,0,0.00675,3.30124555618364e-4,20
co,10,NA,1,sticky,h.annuus,1,20,NA,NA,0.05,0.00675,3.30124555618364e-4,19
co,1,NA,2,carpet,h.annuus,2,20,NA,NA,0.1,0.00675,3.30124555618364e-4,18
co,1,NA,2,sticky,h.annuus,2,20,NA,NA,0.1,0.00675,3.30124555618364e-4,18
co,2,NA,2,carpet,h.annuus,1,20,NA,NA,0.05,0.00675,3.30124555618364e-4,19
co,2,NA,2,sticky,h.annuus,2,20,NA,NA,0.1,0.00675,3.30124555618364e-4,18
co,3,NA,2,carpet,h.annuus,3,20,NA,NA,0.15,0.00675,3.30124555618364e-4,17
co,3,NA,2,sticky,h.annuus,5,20,NA,NA,0.25,0.00675,3.30124555618364e-4,15
co,4,NA,2,carpet,h.annuus,1,20,NA,NA,0.05,0.00675,3.30124555618364e-4,19
co,4,NA,2,sticky,h.annuus,3,20,NA,NA,0.15,0.00675,3.30124555618364e-4,17
co,5,NA,2,carpet,h.annuus,2,20,NA,NA,0.1,0.00675,3.30124555618364e-4,18
co,5,NA,2,sticky,h.annuus,0,20,NA,NA,0,0.00675,3.30124555618364e-4,20
co,6,NA,2,carpet,h.annuus,0,20,NA,NA,0,0.00675,3.30124555618364e-4,20
co,6,NA,2,sticky,h.annuus,1,20,NA,NA,0.05,0.00675,3.30124555618364e-4,19
co,7,NA,2,carpet,h.annuus,1,20,NA,NA,0.05,0.00675,3.30124555618364e-4,19
co,7,NA,2,sticky,h.annuus,0,20,NA,NA,0,0.00675,3.30124555618364e-4,20
co,8,NA,2,carpet,h.annuus,0,20,NA,NA,0,0.00675,3.30124555618364e-4,20
co,8,NA,2,sticky,h.annuus,2,20,NA,NA,0.1,0.00675,3.30124555618364e-4,18
co,9,NA,2,carpet,h.annuus,1,20,NA,NA,0.05,0.00675,3.30124555618364e-4,19
co,9,NA,2,sticky,h.annuus,0,20,NA,NA,0,0.00675,3.30124555618364e-4,20
co,10,NA,2,carpet,h.annuus,0,20,NA,NA,0,0.00675,3.30124555618364e-4,20
co,10,NA,2,sticky,h.annuus,0,20,NA,NA,0,0.00675,3.30124555618364e-4,20
co,1,NA,0.25,sticky,s.rigida,19,20,NA,NA,0.95,7.592e-4,2.5494225925796527e-5,1
co,1,NA,0.25,carpet,s.rigida,0,20,NA,NA,0,7.592e-4,2.5494225925796527e-5,20
co,2,NA,0.25,sticky,s.rigida,20,20,NA,NA,1,7.592e-4,2.5494225925796527e-5,0
co,2,NA,0.25,carpet,s.rigida,8,20,NA,NA,0.4,7.592e-4,2.5494225925796527e-5,12
co,3,NA,0.25,sticky,s.rigida,16,20,NA,NA,0.8,7.592e-4,2.5494225925796527e-5,4
co,3,NA,0.25,carpet,s.rigida,14,20,NA,NA,0.7,7.592e-4,2.5494225925796527e-5,6
co,4,NA,0.25,sticky,s.rigida,20,20,NA,NA,1,7.592e-4,2.5494225925796527e-5,0
co,4,NA,0.25,carpet,s.rigida,9,20,NA,NA,0.45,7.592e-4,2.5494225925796527e-5,11
co,5,NA,0.25,carpet,s.rigida,18,20,NA,NA,0.9,7.592e-4,2.5494225925796527e-5,2
co,5,NA,0.25,sticky,s.rigida,20,20,NA,NA,1,7.592e-4,2.5494225925796527e-5,0
co,6,NA,0.25,carpet,s.rigida,18,20,NA,NA,0.9,7.592e-4,2.5494225925796527e-5,2
co,6,NA,0.25,sticky,s.rigida,19,20,NA,NA,0.95,7.592e-4,2.5494225925796527e-5,1
co,7,NA,0.25,carpet,s.rigida,18,20,NA,NA,0.9,7.592e-4,2.5494225925796527e-5,2
co,7,NA,0.25,sticky,s.rigida,20,20,NA,NA,1,7.592e-4,2.5494225925796527e-5,0
co,8,NA,0.25,carpet,s.rigida,20,20,NA,NA,1,7.592e-4,2.5494225925796527e-5,0
co,8,NA,0.25,sticky,s.rigida,20,20,NA,NA,1,7.592e-4,2.5494225925796527e-5,0
co,9,NA,0.25,carpet,s.rigida,13,20,NA,NA,0.65,7.592e-4,2.5494225925796527e-5,7
co,9,NA,0.25,sticky,s.rigida,18,20,NA,NA,0.9,7.592e-4,2.5494225925796527e-5,2
co,10,NA,0.25,carpet,s.rigida,10,20,NA,NA,0.5,7.592e-4,2.5494225925796527e-5,10
co,10,NA,0.25,sticky,s.rigida,14,20,NA,NA,0.7,7.592e-4,2.5494225925796527e-5,6
co,1,NA,1,carpet,s.rigida,0,20,NA,NA,0,7.592e-4,2.5494225925796527e-5,20
co,1,NA,1,sticky,s.rigida,16,20,NA,NA,0.8,7.592e-4,2.5494225925796527e-5,4
co,2,NA,1,carpet,s.rigida,0,20,NA,NA,0,7.592e-4,2.5494225925796527e-5,20
co,2,NA,1,sticky,s.rigida,12,20,NA,NA,0.6,7.592e-4,2.5494225925796527e-5,8
co,3,NA,1,carpet,s.rigida,1,20,NA,NA,0.05,7.592e-4,2.5494225925796527e-5,19
co,3,NA,1,sticky,s.rigida,20,20,NA,NA,1,7.592e-4,2.5494225925796527e-5,0
co,4,NA,1,carpet,s.rigida,1,20,NA,NA,0.05,7.592e-4,2.5494225925796527e-5,19
co,4,NA,1,sticky,s.rigida,16,20,NA,NA,0.8,7.592e-4,2.5494225925796527e-5,4
co,5,NA,1,carpet,s.rigida,0,20,NA,NA,0,7.592e-4,2.5494225925796527e-5,20
co,5,NA,1,sticky,s.rigida,9,20,NA,NA,0.45,7.592e-4,2.5494225925796527e-5,11
co,6,NA,1,carpet,s.rigida,0,20,NA,NA,0,7.592e-4,2.5494225925796527e-5,20
co,6,NA,1,sticky,s.rigida,17,20,NA,NA,0.85,7.592e-4,2.5494225925796527e-5,3
co,7,NA,1,carpet,s.rigida,0,20,NA,NA,0,7.592e-4,2.5494225925796527e-5,20
co,7,NA,1,sticky,s.rigida,10,20,NA,NA,0.5,7.592e-4,2.5494225925796527e-5,10
co,8,NA,1,carpet,s.rigida,0,20,NA,NA,0,7.592e-4,2.5494225925796527e-5,20
co,8,NA,1,sticky,s.rigida,13,20,NA,NA,0.65,7.592e-4,2.5494225925796527e-5,7
co,9,NA,1,carpet,s.rigida,4,20,NA,NA,0.2,7.592e-4,2.5494225925796527e-5,16
co,9,NA,1,sticky,s.rigida,6,20,NA,NA,0.3,7.592e-4,2.5494225925796527e-5,14
co,10,NA,1,carpet,s.rigida,3,20,NA,NA,0.15,7.592e-4,2.5494225925796527e-5,17
co,10,NA,1,sticky,s.rigida,7,20,NA,NA,0.35,7.592e-4,2.5494225925796527e-5,13
co,1,NA,2,carpet,s.rigida,0,20,NA,NA,0,7.592e-4,2.5494225925796527e-5,20
co,1,NA,2,sticky,s.rigida,15,20,NA,NA,0.75,7.592e-4,2.5494225925796527e-5,5
co,2,NA,2,carpet,s.rigida,0,20,NA,NA,0,7.592e-4,2.5494225925796527e-5,20
co,2,NA,2,sticky,s.rigida,16,20,NA,NA,0.8,7.592e-4,2.5494225925796527e-5,4
co,3,NA,2,carpet,s.rigida,0,20,NA,NA,0,7.592e-4,2.5494225925796527e-5,20
co,3,NA,2,sticky,s.rigida,16,20,NA,NA,0.8,7.592e-4,2.5494225925796527e-5,4
co,4,NA,2,carpet,s.rigida,0,20,NA,NA,0,7.592e-4,2.5494225925796527e-5,20
co,4,NA,2,sticky,s.rigida,15,20,NA,NA,0.75,7.592e-4,2.5494225925796527e-5,5
co,5,NA,2,carpet,s.rigida,0,20,NA,NA,0,7.592e-4,2.5494225925796527e-5,20
co,5,NA,2,sticky,s.rigida,12,20,NA,NA,0.6,7.592e-4,2.5494225925796527e-5,8
co,6,NA,2,carpet,s.rigida,0,20,NA,NA,0,7.592e-4,2.5494225925796527e-5,20
co,6,NA,2,sticky,s.rigida,20,20,NA,NA,1,7.592e-4,2.5494225925796527e-5,0
co,7,NA,2,carpet,s.rigida,0,20,NA,NA,0,7.592e-4,2.5494225925796527e-5,20
co,7,NA,2,sticky,s.rigida,5,20,NA,NA,0.25,7.592e-4,2.5494225925796527e-5,15
co,8,NA,2,carpet,s.rigida,0,20,NA,NA,0,7.592e-4,2.5494225925796527e-5,20
co,8,NA,2,sticky,s.rigida,6,20,NA,NA,0.3,7.592e-4,2.5494225925796527e-5,14
co,9,NA,2,carpet,s.rigida,6,20,NA,NA,0.3,7.592e-4,2.5494225925796527e-5,14
co,9,NA,2,sticky,s.rigida,5,20,NA,NA,0.25,7.592e-4,2.5494225925796527e-5,15
co,10,NA,2,carpet,s.rigida,2,20,NA,NA,0.1,7.592e-4,2.5494225925796527e-5,18
co,10,NA,2,sticky,s.rigida,2,20,NA,NA,0.1,7.592e-4,2.5494225925796527e-5,18
co,1,NA,0.25,sticky,s.angustifolium,20,20,NA,NA,1,8.4e-4,4.438217860558198e-5,0
co,1,NA,0.25,carpet,s.angustifolium,3,20,NA,NA,0.15,8.4e-4,4.438217860558198e-5,17
co,2,NA,0.25,sticky,s.angustifolium,20,20,NA,NA,1,8.4e-4,4.438217860558198e-5,0
co,2,NA,0.25,carpet,s.angustifolium,16,20,NA,NA,0.8,8.4e-4,4.438217860558198e-5,4
co,3,NA,0.25,sticky,s.angustifolium,20,20,NA,NA,1,8.4e-4,4.438217860558198e-5,0
co,3,NA,0.25,carpet,s.angustifolium,20,20,NA,NA,1,8.4e-4,4.438217860558198e-5,0
co,4,NA,0.25,sticky,s.angustifolium,20,20,NA,NA,1,8.4e-4,4.438217860558198e-5,0
co,4,NA,0.25,carpet,s.angustifolium,16,20,NA,NA,0.8,8.4e-4,4.438217860558198e-5,4
co,5,NA,0.25,carpet,s.angustifolium,19,20,NA,NA,0.95,8.4e-4,4.438217860558198e-5,1
co,5,NA,0.25,sticky,s.angustifolium,20,20,NA,NA,1,8.4e-4,4.438217860558198e-5,0
co,6,NA,0.25,carpet,s.angustifolium,20,20,NA,NA,1,8.4e-4,4.438217860558198e-5,0
co,6,NA,0.25,sticky,s.angustifolium,20,20,NA,NA,1,8.4e-4,4.438217860558198e-5,0
co,7,NA,0.25,carpet,s.angustifolium,18,20,NA,NA,0.9,8.4e-4,4.438217860558198e-5,2
co,7,NA,0.25,sticky,s.angustifolium,19,20,NA,NA,0.95,8.4e-4,4.438217860558198e-5,1
co,8,NA,0.25,carpet,s.angustifolium,20,20,NA,NA,1,8.4e-4,4.438217860558198e-5,0
co,8,NA,0.25,sticky,s.angustifolium,20,20,NA,NA,1,8.4e-4,4.438217860558198e-5,0
co,9,NA,0.25,carpet,s.angustifolium,19,20,NA,NA,0.95,8.4e-4,4.438217860558198e-5,1
co,9,NA,0.25,sticky,s.angustifolium,18,20,NA,NA,0.9,8.4e-4,4.438217860558198e-5,2
co,10,NA,0.25,carpet,s.angustifolium,15,20,NA,NA,0.75,8.4e-4,4.438217860558198e-5,5
co,10,NA,0.25,sticky,s.angustifolium,16,20,NA,NA,0.8,8.4e-4,4.438217860558198e-5,4
co,1,NA,1,carpet,s.angustifolium,1,20,NA,NA,0.05,8.4e-4,4.438217860558198e-5,19
co,1,NA,1,sticky,s.angustifolium,15,20,NA,NA,0.75,8.4e-4,4.438217860558198e-5,5
co,2,NA,1,carpet,s.angustifolium,0,20,NA,NA,0,8.4e-4,4.438217860558198e-5,20
co,2,NA,1,sticky,s.angustifolium,16,20,NA,NA,0.8,8.4e-4,4.438217860558198e-5,4
co,3,NA,1,carpet,s.angustifolium,15,20,NA,NA,0.75,8.4e-4,4.438217860558198e-5,5
co,3,NA,1,sticky,s.angustifolium,19,20,NA,NA,0.95,8.4e-4,4.438217860558198e-5,1
co,4,NA,1,carpet,s.angustifolium,10,20,NA,NA,0.5,8.4e-4,4.438217860558198e-5,10
co,4,NA,1,sticky,s.angustifolium,19,20,NA,NA,0.95,8.4e-4,4.438217860558198e-5,1
co,5,NA,1,carpet,s.angustifolium,2,20,NA,NA,0.1,8.4e-4,4.438217860558198e-5,18
co,5,NA,1,sticky,s.angustifolium,14,20,NA,NA,0.7,8.4e-4,4.438217860558198e-5,6
co,6,NA,1,carpet,s.angustifolium,0,20,NA,NA,0,8.4e-4,4.438217860558198e-5,20
co,6,NA,1,sticky,s.angustifolium,20,20,NA,NA,1,8.4e-4,4.438217860558198e-5,0
co,7,NA,1,carpet,s.angustifolium,1,20,NA,NA,0.05,8.4e-4,4.438217860558198e-5,19
co,7,NA,1,sticky,s.angustifolium,18,20,NA,NA,0.9,8.4e-4,4.438217860558198e-5,2
co,8,NA,1,carpet,s.angustifolium,0,20,NA,NA,0,8.4e-4,4.438217860558198e-5,20
co,8,NA,1,sticky,s.angustifolium,19,20,NA,NA,0.95,8.4e-4,4.438217860558198e-5,1
co,9,NA,1,carpet,s.angustifolium,17,20,NA,NA,0.85,8.4e-4,4.438217860558198e-5,3
co,9,NA,1,sticky,s.angustifolium,15,20,NA,NA,0.75,8.4e-4,4.438217860558198e-5,5
co,10,NA,1,carpet,s.angustifolium,8,20,NA,NA,0.4,8.4e-4,4.438217860558198e-5,12
co,10,NA,1,sticky,s.angustifolium,13,20,NA,NA,0.65,8.4e-4,4.438217860558198e-5,7
co,1,NA,2,carpet,s.angustifolium,0,20,NA,NA,0,8.4e-4,4.438217860558198e-5,20
co,1,NA,2,sticky,s.angustifolium,19,20,NA,NA,0.95,8.4e-4,4.438217860558198e-5,1
co,2,NA,2,carpet,s.angustifolium,0,20,NA,NA,0,8.4e-4,4.438217860558198e-5,20
co,2,NA,2,sticky,s.angustifolium,19,20,NA,NA,0.95,8.4e-4,4.438217860558198e-5,1
co,3,NA,2,carpet,s.angustifolium,7,20,NA,NA,0.35,8.4e-4,4.438217860558198e-5,13
co,3,NA,2,sticky,s.angustifolium,19,20,NA,NA,0.95,8.4e-4,4.438217860558198e-5,1
co,4,NA,2,carpet,s.angustifolium,9,20,NA,NA,0.45,8.4e-4,4.438217860558198e-5,11
co,4,NA,2,sticky,s.angustifolium,16,20,NA,NA,0.8,8.4e-4,4.438217860558198e-5,4
co,5,NA,2,carpet,s.angustifolium,0,20,NA,NA,0,8.4e-4,4.438217860558198e-5,20
co,5,NA,2,sticky,s.angustifolium,15,20,NA,NA,0.75,8.4e-4,4.438217860558198e-5,5
co,6,NA,2,carpet,s.angustifolium,0,20,NA,NA,0,8.4e-4,4.438217860558198e-5,20
co,6,NA,2,sticky,s.angustifolium,19,20,NA,NA,0.95,8.4e-4,4.438217860558198e-5,1
co,7,NA,2,carpet,s.angustifolium,0,20,NA,NA,0,8.4e-4,4.438217860558198e-5,20
co,7,NA,2,sticky,s.angustifolium,16,20,NA,NA,0.8,8.4e-4,4.438217860558198e-5,4
co,8,NA,2,carpet,s.angustifolium,2,20,NA,NA,0.1,8.4e-4,4.438217860558198e-5,18
co,8,NA,2,sticky,s.angustifolium,15,20,NA,NA,0.75,8.4e-4,4.438217860558198e-5,5
co,9,NA,2,carpet,s.angustifolium,16,20,NA,NA,0.8,8.4e-4,4.438217860558198e-5,4
co,9,NA,2,sticky,s.angustifolium,7,20,NA,NA,0.35,8.4e-4,4.438217860558198e-5,13
co,10,NA,2,carpet,s.angustifolium,7,20,NA,NA,0.35,8.4e-4,4.438217860558198e-5,13
co,10,NA,2,sticky,s.angustifolium,3,20,NA,NA,0.15,8.4e-4,4.438217860558198e-5,17
co,1,NA,0.25,sticky,y.glauca,10,10,NA,NA,1,0.0199016,5.181992752685873e-4,0
co,1,NA,0.25,carpet,y.glauca,0,10,NA,NA,0,0.0199016,5.181992752685873e-4,10
co,2,NA,0.25,sticky,y.glauca,10,10,NA,NA,1,0.0199016,5.181992752685873e-4,0
co,2,NA,0.25,carpet,y.glauca,6,10,NA,NA,0.6,0.0199016,5.181992752685873e-4,4
co,3,NA,0.25,sticky,y.glauca,8,10,NA,NA,0.8,0.0199016,5.181992752685873e-4,2
co,3,NA,0.25,carpet,y.glauca,8,10,NA,NA,0.8,0.0199016,5.181992752685873e-4,2
co,4,NA,0.25,sticky,y.glauca,8,10,NA,NA,0.8,0.0199016,5.181992752685873e-4,2
co,4,NA,0.25,carpet,y.glauca,8,10,NA,NA,0.8,0.0199016,5.181992752685873e-4,2
co,5,NA,0.25,carpet,y.glauca,6,10,NA,NA,0.6,0.0199016,5.181992752685873e-4,4
co,5,NA,0.25,sticky,y.glauca,10,10,NA,NA,1,0.0199016,5.181992752685873e-4,0
co,6,NA,0.25,carpet,y.glauca,7,10,NA,NA,0.7,0.0199016,5.181992752685873e-4,3
co,6,NA,0.25,sticky,y.glauca,9,10,NA,NA,0.9,0.0199016,5.181992752685873e-4,1
co,7,NA,0.25,carpet,y.glauca,10,10,NA,NA,1,0.0199016,5.181992752685873e-4,0
co,7,NA,0.25,sticky,y.glauca,10,10,NA,NA,1,0.0199016,5.181992752685873e-4,0
co,8,NA,0.25,carpet,y.glauca,8,10,NA,NA,0.8,0.0199016,5.181992752685873e-4,2
co,8,NA,0.25,sticky,y.glauca,9,10,NA,NA,0.9,0.0199016,5.181992752685873e-4,1
co,9,NA,0.25,carpet,y.glauca,8,10,NA,NA,0.8,0.0199016,5.181992752685873e-4,2
co,9,NA,0.25,sticky,y.glauca,10,10,NA,NA,1,0.0199016,5.181992752685873e-4,0
co,10,NA,0.25,carpet,y.glauca,9,10,NA,NA,0.9,0.0199016,5.181992752685873e-4,1
co,10,NA,0.25,sticky,y.glauca,8,10,NA,NA,0.8,0.0199016,5.181992752685873e-4,2
co,1,NA,1,carpet,y.glauca,0,10,NA,NA,0,0.0199016,5.181992752685873e-4,10
co,1,NA,1,sticky,y.glauca,9,10,NA,NA,0.9,0.0199016,5.181992752685873e-4,1
co,2,NA,1,carpet,y.glauca,0,10,NA,NA,0,0.0199016,5.181992752685873e-4,10
co,2,NA,1,sticky,y.glauca,8,10,NA,NA,0.8,0.0199016,5.181992752685873e-4,2
co,3,NA,1,carpet,y.glauca,1,10,NA,NA,0.1,0.0199016,5.181992752685873e-4,9
co,3,NA,1,sticky,y.glauca,9,10,NA,NA,0.9,0.0199016,5.181992752685873e-4,1
co,4,NA,1,carpet,y.glauca,1,10,NA,NA,0.1,0.0199016,5.181992752685873e-4,9
co,4,NA,1,sticky,y.glauca,9,10,NA,NA,0.9,0.0199016,5.181992752685873e-4,1
co,5,NA,1,carpet,y.glauca,2,10,NA,NA,0.2,0.0199016,5.181992752685873e-4,8
co,5,NA,1,sticky,y.glauca,6,10,NA,NA,0.6,0.0199016,5.181992752685873e-4,4
co,6,NA,1,carpet,y.glauca,1,10,NA,NA,0.1,0.0199016,5.181992752685873e-4,9
co,6,NA,1,sticky,y.glauca,7,10,NA,NA,0.7,0.0199016,5.181992752685873e-4,3
co,7,NA,1,carpet,y.glauca,2,10,NA,NA,0.2,0.0199016,5.181992752685873e-4,8
co,7,NA,1,sticky,y.glauca,5,10,NA,NA,0.5,0.0199016,5.181992752685873e-4,5
